participant,trial,video,model left,score,timing,see_count,see,expertise,F1-Base,F1-Shadow,normalized_score
P13,13,video-2-segment-1,GPV-1,0.4,209.0,12,"Pedestrian Crossing,Building,Motorcycle,Sidewalk,Table,Bus,Person with a disability,Bench,Bridge,Snow,Car,Chair",Novice/Intermediate,0.6176470588235294,,-0.1435185185185185
P13,14,video-11-segment-1,GPT4V@Shadow,0.5,292.0,9,"Person with a disability,Trash bins,Person,Tree,Bus,Bridge,Snow,Dog,Bus Stop",Novice/Intermediate,0.7058823529411765,0.7044025157232704,-0.03240740740740741
P13,15,video-12-segment-4,BLIP,0.6,204.0,15,"Car,Mail box,Sign Post,Sidewalk,Bicycle,Water leakage,Pedestrian Crossing,Tree,Person with a disability,Bridge,Snow,Train Tracks,Trash bins,Traffic Signals,Building",Novice/Intermediate,0.8099173553719009,,0.07870370370370366
P13,16,video-4-segment-1,BLIP@Shadow,0.7,307.0,16,"Building,Fence,Bench,Car,Stairs,Water Pipes,Person,Person with a disability,Bus,Bus Stop,Bicycle,Tree,Train Platform,Barrier Post,Snow,Pole",Novice/Intermediate,0.6989247311827956,0.6986899563318777,0.18981481481481474
P13,17,video-15-segment-3,GPV-1,0.6,279.0,11,"Sign,Tree,Vegetation,Car,Pedestrian Crossing,Road Divider,Wheelchair,Bicycle,Snow,Person with a disability,Trash bins",Novice/Intermediate,0.5496183206106869,,0.07870370370370366
P13,18,video-3-segment-3,Random,0.4,184.0,10,"Building,Curb,Wall,Parallel Parking Spot,Table,Road Divider,Person with a disability,Car,Crosswalk,Bicycle",Novice/Intermediate,0.5419354838709677,,-0.1435185185185185
P13,19,video-4-segment-1,Random,0.4,131.0,10,"Paratransit vehicle,Curb,Sidewalk,Bus,Push button,Tactile Paving,Barrier Post,Bridge,Fire hydrant,Table",Novice/Intermediate,0.3505154639175257,,-0.1435185185185185
P13,20,video-7-segment-2,Ground Truth,0.9,134.0,10,"Pole,Sign,Person with a disability,Car,Lamp Post,Stairs,Tree,Snow,Trash bins,Fence",Novice/Intermediate,1.0,,0.41203703703703703
P13,21,video-2-segment-1,GPT4V,1.0,185.0,14,"Pillar,Accent Paving,Barrier Post,Slopped Curb,Train Platform,Sloped Driveway,Person with a disability,Person,Car,Tree,Pole,Bridge,Road Shoulder,Bicycle",Novice/Intermediate,0.7076923076923076,,0.5231481481481481
P13,22,video-14-segment-1,Ground Truth,1.0,174.0,13,"Bench,White Cane,Car,Railing,Counter,Parallel Parking Spot,Fence,Roadside Parking,Snow,Wet surface,Person with a disability,Stairs,Flush Door",Novice/Intermediate,1.0,,0.5231481481481481
P13,23,video-14-segment-4,GPT4V,0.6,135.0,10,"Building,Gate,Fence,Sidewalk,Motorcycle,Uneven Stairs,Person with a disability,Person,Closed Sidewalk,Tree",Novice/Intermediate,0.8108108108108109,,0.07870370370370366
P13,24,video-7-segment-2,GPV-1@Shadow,0.9,64.0,8,"Accent Paving,Parallel Parking Spot,Roadside Parking,Pole,Gutter,Pillar,Person with a disability,Tree",Novice/Intermediate,0.6666666666666666,0.6666666666666666,0.41203703703703703
P14,1,video-3-segment-2,GPT4V@Shadow,0.7,169.0,8,"+Barrier Post,+Car,+Person with a disability,+Pillar,-Bench,-Bridge,-Driveway(flat),-Fountain",Expert,0.9172932330827068,0.9171974522292992,0.4196428571428571
P14,2,video-6-segment-2,Ground Truth,0.6,109.0,9,"+Building,+Closed Sidewalk,+Motorcycle,+Person with a disability,+Pillar,+Stairs,-Bench,-Gutter,-Sign",Expert,1.0,,0.27678571428571425
P14,3,video-15-segment-3,BLIP@Shadow,0.6,148.0,10,"+Building,+Car,+Foldout Sign,+Person with a disability,+Tactile Paving,+Trash bins,-Bicycle,-Driveway(flat),-Water Pipes,-White Cane",Expert,0.8279569892473119,0.8262910798122065,0.27678571428571425
P14,4,video-11-segment-1,BLIP,0.5,266.0,7,"+Person with a disability,+Roadside Parking,+Trash bins,-Foldout Sign,-Gutter,-Road,-Sidewalk",Expert,0.7706422018348623,,0.13392857142857142
P14,5,video-4-segment-4,Ground Truth,0.5,134.0,10,"+Barrier Post,+Barrier Stump,+Person with a disability,+Road,+Road Shoulder,+Water Pipes,-Crosswalk,-Foldout Sign,-Sign,-Stop sign",Expert,1.0,,0.13392857142857142
P14,6,video-1-segment-5,GPT4V@Shadow,0.4,103.0,8,"+Bench,+Bicycle,+Driveway(flat),+Motorcycle,+Person with a disability,-Bridge,-Car,-Wall",Expert,0.7835051546391751,0.7814569536423841,-0.008928571428571397
P14,7,video-14-segment-1,GPT4V,0.3,98.0,8,"+Bridge,+Car,+Person with a disability,+Railing,+Stairs,+Vegetation,-Maintenance Vehicle,-Person with a disability",Expert,0.8354430379746836,,-0.1517857142857143
P14,8,video-13-segment-2,GPV-1,0.3,118.0,9,"+Elevator,+Parallel Parking Spot,+Pedestrian Crossing,+Person with a disability,+Slopped Curb,+Traffic Signals,+White Cane,-Stairs,-Unpaved Sidewalk",Expert,0.6363636363636364,,-0.1517857142857143
P14,9,video-2-segment-1,BLIP,0.5,109.0,9,"+Car,+Person,+Road,+Roadside Parking,+Stairs,+Vegetation,-Barrier Stump,-Dog,-Escalator",Expert,0.8526315789473684,,0.13392857142857142
P14,10,video-4-segment-3,Random,0.4,108.0,10,"+Bench,+Bridge,+Person with a disability,+Pillar,+Road Shoulder,+White Cane,-Bus Stop,-Pedestrian Crossing,-Road Divider,-Wheelchair",Expert,0.5777777777777777,,-0.008928571428571397
P14,11,video-3-segment-3,GPV-1,0.6,126.0,9,"+Barrier Post,+Bicycle,+Car,+Road Shoulder,+Trash bins,+Tree,+Unpaved Sidewalk,+Wall,-Motorcycle",Expert,0.5864661654135338,,0.27678571428571425
P14,12,video-13-segment-2,GPV-1@Shadow,0.2,87.0,9,"+Accent Paving,+Car,+Curb,+Lamp Post,+Traffic Signals,+Wet surface,+White Cane,-Curb,-Road Shoulder",Expert,0.6211180124223602,0.6220095693779905,-0.29464285714285715
P14,13,video-3-segment-3,Random,0.0,73.0,8,"+Car,+Pillar,+Sign,+Tree,-Barrier Stump,-Foldout Sign,-Gutter,-Retaining Wall",Expert,0.598639455782313,,-0.5803571428571429
P14,14,video-4-segment-4,GPT4V,0.5,92.0,12,"+Barrier Post,+Person,+Person with a disability,+Road,+Road Shoulder,+Tree,+Water Pipes,+White Cane,-Crosswalk,-Foldout Sign,-Sign,-Stop sign",Expert,0.8949771689497716,,0.13392857142857142
P14,15,video-14-segment-1,BLIP@Shadow,0.4,149.0,9,"+Bench,+Bicycle,+Building,+Car,+Elevator,+Stairs,-Bicycle,-Roadside Parking,-Unpaved Road",Expert,0.7428571428571428,0.7422680412371134,-0.008928571428571397
P14,16,video-1-segment-5,GPV-1@Shadow,0.0,147.0,10,"+Bench,+Bicycle,+Car,+Curb,+Dog,+Motorcycle,+Road Shoulder,-Car,-Trash on roads,-Uncontrolled Crossing",Expert,0.7323943661971831,0.731958762886598,-0.5803571428571429
