participant,trial,video,model left,score,F1-Base,F1-Shadow,timing,see_count,see,expertise,normalized_score_mc,normalized_score
P12,18,video-1-segment-4,BLIP,0.6,0.7486033519553073,,124.0,9,"Gate,Lamp Post,Railing,Road Shoulder,Wheelchair,Chair,Person,Building,Road",Expert,-0.0124999999999999,0.488135593220339
P12,19,video-15-segment-3,GPV-1,0.6,0.7310344827586206,,105.0,8,"Slopped Curb,Gate,Sloped Driveway,Tree,Train Platform,Wheelchair,Person,Car",Expert,-0.0124999999999999,0.488135593220339
P12,20,video-4-segment-4,Ground Truth,0.9,1.0,,71.0,8,"Road,Curb,Lamp Post,Person with a disability,Table,Turnstile,Building,White Cane",Expert,0.2875000000000001,0.7322033898305086
P12,21,video-14-segment-1,GPT4V,0.6,0.8311688311688312,,146.0,9,"Bench,Sidewalk,Stairs,Building,Pillar,Pedestrian Crossing,Person,Car,Vegetation",Expert,-0.0124999999999999,0.488135593220339
P12,22,video-6-segment-2,Ground Truth,0.9,1.0,,85.0,8,"Retaining Wall,Railing,Road,Building,Uneven Stairs,Fire hydrant,Person,White Cane",Expert,0.2875000000000001,0.7322033898305086
P12,23,video-4-segment-3,Random,0.1,0.567741935483871,,56.0,8,"Vegetation,Sidewalk,Pole,White Cane,Accent Paving,Escalator,Person,Road",Expert,-0.5125,0.0813559322033898
P12,24,video-7-segment-2,BLIP,0.9,0.7166666666666668,,59.0,8,"White Cane,Person with a disability,Parallel Parking Spot,Sign,Street Vendor,Bridge,Building,Person",Expert,0.2875000000000001,0.7322033898305086
P13,1,video-4-segment-3,GPV-1@Shadow,0.3,0.7419354838709677,0.7421383647798743,244.0,7,"Person with a disability,Sidewalk,Bicycle,White Cane,Closed Sidewalk,Bus Stop,Pole",Non-Expert,-0.2291666666666666,0.311864406779661
P13,2,video-13-segment-2,GPV-1,0.4,0.6823529411764706,,184.0,6,"Slopped Curb,Person,Person with a disability,Traffic Signals,Escalator,Water Pipes",Non-Expert,-0.1291666666666666,0.3932203389830508
P13,3,video-4-segment-4,GPT4V@Shadow,0.4,0.6818181818181819,0.6823529411764707,117.0,6,"Bus,Person,Stairs,Sloped Driveway,Wet surface,Bridge",Non-Expert,-0.1291666666666666,0.3932203389830508
P13,4,video-11-segment-1,GPV-1@Shadow,0.6,0.6711409395973154,0.6707317073170732,158.0,8,"Uncontrolled Crossing,Pedestrian Crossing,White Cane,Crosswalk,Sloped Driveway,Road Shoulder,Tree,Trash bins",Non-Expert,0.0708333333333333,0.5559322033898305
P13,5,video-14-segment-4,GPT4V@Shadow,0.5,0.5357142857142857,0.5357142857142857,100.0,8,"Bench,White Cane,Pole,Building,Flush Door,Closed Sidewalk,Snow,Bridge",Non-Expert,-0.0291666666666666,0.4745762711864407
P13,6,video-16-segment-3,BLIP,0.7,0.7603305785123967,,117.0,8,"Tree,Trash bins,Building,Barrier Post,Push button,Hose,Closed Sidewalk,Person with a disability",Non-Expert,0.1708333333333332,0.6372881355932203
P13,7,video-1-segment-5,BLIP@Shadow,0.1,0.8163265306122449,0.8163265306122449,51.0,6,"Bicycle,Curb,Gutter,Barrier Post,Trash bins,Flush Door",Non-Expert,-0.4291666666666667,0.1491525423728813
P13,8,video-1-segment-4,Random,0.1,0.5045045045045045,,64.0,7,"Sidewalk,Pole,Car,Person,Uneven Stairs,Sloped Driveway,Gate",Non-Expert,-0.4291666666666667,0.1491525423728813
P13,9,video-15-segment-3,BLIP,0.4,0.7804878048780488,,86.0,7,"Sign,Curb,Sign Post,Fire hydrant,Person,Street Vendor,Car",Non-Expert,-0.1291666666666666,0.3932203389830508
P13,10,video-4-segment-4,Ground Truth,0.7,1.0,,110.0,7,"Railing,Bus Stop,Bench,Sloped Driveway,Gate,Chair,Person with a disability",Non-Expert,0.1708333333333332,0.6372881355932203
P13,11,video-1-segment-4,GPT4V,0.4,0.6868686868686867,,316.0,9,"Pole,Person,Crosswalk,Pedestrian Crossing,Barrier Post,Snow,Person with a disability,Car,Sign",Non-Expert,-0.1291666666666666,0.3932203389830508
P13,12,video-6-segment-2,BLIP@Shadow,0.1,0.4895104895104895,0.4892703862660944,135.0,11,"White Cane,Sidewalk,Person with a disability,Pillar,Pole,Escalator,Stairs,Uneven Stairs,Tree,Snow,Roadside Parking",Non-Expert,-0.4291666666666667,0.1491525423728813
P13,13,video-2-segment-1,GPV-1,0.4,0.6176470588235294,,209.0,12,"Pedestrian Crossing,Building,Motorcycle,Sidewalk,Table,Bus,Person with a disability,Bench,Bridge,Snow,Car,Chair",Non-Expert,-0.1291666666666666,0.3932203389830508
P13,14,video-11-segment-1,GPT4V@Shadow,0.5,0.7058823529411765,0.7044025157232704,292.0,9,"Person with a disability,Trash bins,Person,Tree,Bus,Bridge,Snow,Dog,Bus Stop",Non-Expert,-0.0291666666666666,0.4745762711864407
P13,15,video-12-segment-4,BLIP,0.6,0.8099173553719009,,204.0,15,"Car,Mail box,Sign Post,Sidewalk,Bicycle,Water leakage,Pedestrian Crossing,Tree,Person with a disability,Bridge,Snow,Train Tracks,Trash bins,Traffic Signals,Building",Non-Expert,0.0708333333333333,0.5559322033898305
P13,16,video-4-segment-1,BLIP@Shadow,0.7,0.6989247311827956,0.6986899563318777,307.0,16,"Building,Fence,Bench,Car,Stairs,Water Pipes,Person,Person with a disability,Bus,Bus Stop,Bicycle,Tree,Train Platform,Barrier Post,Snow,Pole",Non-Expert,0.1708333333333332,0.6372881355932203
P13,17,video-15-segment-3,GPV-1,0.6,0.5496183206106869,,279.0,11,"Sign,Tree,Vegetation,Car,Pedestrian Crossing,Road Divider,Wheelchair,Bicycle,Snow,Person with a disability,Trash bins",Non-Expert,0.0708333333333333,0.5559322033898305
P13,18,video-3-segment-3,Random,0.4,0.5419354838709677,,184.0,10,"Building,Curb,Wall,Parallel Parking Spot,Table,Road Divider,Person with a disability,Car,Crosswalk,Bicycle",Non-Expert,-0.1291666666666666,0.3932203389830508
P13,19,video-4-segment-1,Random,0.4,0.3505154639175257,,131.0,10,"Paratransit vehicle,Curb,Sidewalk,Bus,Push button,Tactile Paving,Barrier Post,Bridge,Fire hydrant,Table",Non-Expert,-0.1291666666666666,0.3932203389830508
P13,20,video-7-segment-2,Ground Truth,0.9,1.0,,134.0,10,"Pole,Sign,Person with a disability,Car,Lamp Post,Stairs,Tree,Snow,Trash bins,Fence",Non-Expert,0.3708333333333333,0.8
P13,21,video-2-segment-1,GPT4V,1.0,0.7076923076923076,,185.0,14,"Pillar,Accent Paving,Barrier Post,Slopped Curb,Train Platform,Sloped Driveway,Person with a disability,Person,Car,Tree,Pole,Bridge,Road Shoulder,Bicycle",Non-Expert,0.4708333333333333,0.8813559322033899
P13,22,video-14-segment-1,Ground Truth,1.0,1.0,,174.0,13,"Bench,White Cane,Car,Railing,Counter,Parallel Parking Spot,Fence,Roadside Parking,Snow,Wet surface,Person with a disability,Stairs,Flush Door",Non-Expert,0.4708333333333333,0.8813559322033899
P13,23,video-14-segment-4,GPT4V,0.6,0.8108108108108109,,135.0,10,"Building,Gate,Fence,Sidewalk,Motorcycle,Uneven Stairs,Person with a disability,Person,Closed Sidewalk,Tree",Non-Expert,0.0708333333333333,0.5559322033898305
P13,24,video-7-segment-2,GPV-1@Shadow,0.9,0.6666666666666666,0.6666666666666666,64.0,8,"Accent Paving,Parallel Parking Spot,Roadside Parking,Pole,Gutter,Pillar,Person with a disability,Tree",Non-Expert,0.3708333333333333,0.8
P14,1,video-3-segment-2,GPT4V@Shadow,0.7,0.9172932330827068,0.9171974522292992,169.0,8,"Barrier Post,Car,Person with a disability,Pillar,Bench,Bridge,Driveway(flat),Fountain",Expert,0.2937499999999999,0.7372881355932204
P14,2,video-6-segment-2,Ground Truth,0.6,1.0,,109.0,9,"Building,Closed Sidewalk,Motorcycle,Person with a disability,Pillar,Stairs,Bench,Gutter,Sign",Expert,0.1937499999999999,0.6559322033898305
P14,3,video-15-segment-3,BLIP@Shadow,0.6,0.8279569892473119,0.8262910798122065,148.0,10,"Building,Car,Foldout Sign,Person with a disability,Tactile Paving,Trash bins,Bicycle,Driveway(flat),Water Pipes,White Cane",Expert,0.1937499999999999,0.6559322033898305
P14,4,video-11-segment-1,BLIP,0.5,0.7706422018348623,,266.0,7,"Person with a disability,Roadside Parking,Trash bins,Foldout Sign,Gutter,Road,Sidewalk",Expert,0.09375,0.5745762711864407
P14,5,video-4-segment-4,Ground Truth,0.5,1.0,,134.0,10,"Barrier Post,Barrier Stump,Person with a disability,Road,Road Shoulder,Water Pipes,Crosswalk,Foldout Sign,Sign,Stop sign",Expert,0.09375,0.5745762711864407
P14,6,video-1-segment-5,GPT4V@Shadow,0.4,0.7835051546391751,0.7814569536423841,103.0,8,"Bench,Bicycle,Driveway(flat),Motorcycle,Person with a disability,Bridge,Car,Wall",Expert,-0.0062499999999999,0.4932203389830508
P14,7,video-14-segment-1,GPT4V,0.3,0.8354430379746836,,98.0,8,"Bridge,Car,Person with a disability,Railing,Stairs,Vegetation,Maintenance Vehicle,Person with a disability",Expert,-0.10625,0.4118644067796609
P14,8,video-13-segment-2,GPV-1,0.3,0.6363636363636364,,118.0,9,"Elevator,Parallel Parking Spot,Pedestrian Crossing,Person with a disability,Slopped Curb,Traffic Signals,White Cane,Stairs,Unpaved Sidewalk",Expert,-0.10625,0.4118644067796609
P14,9,video-2-segment-1,BLIP,0.5,0.8526315789473684,,109.0,9,"Car,Person,Road,Roadside Parking,Stairs,Vegetation,Barrier Stump,Dog,Escalator",Expert,0.09375,0.5745762711864407
P14,10,video-4-segment-3,Random,0.4,0.5777777777777777,,108.0,10,"Bench,Bridge,Person with a disability,Pillar,Road Shoulder,White Cane,Bus Stop,Pedestrian Crossing,Road Divider,Wheelchair",Expert,-0.0062499999999999,0.4932203389830508
P14,11,video-3-segment-3,GPV-1,0.6,0.5864661654135338,,126.0,9,"Barrier Post,Bicycle,Car,Road Shoulder,Trash bins,Tree,Unpaved Sidewalk,Wall,Motorcycle",Expert,0.1937499999999999,0.6559322033898305
P14,12,video-13-segment-2,GPV-1@Shadow,0.2,0.6211180124223602,0.6220095693779905,87.0,9,"Accent Paving,Car,Curb,Lamp Post,Traffic Signals,Wet surface,White Cane,Curb,Road Shoulder",Expert,-0.20625,0.3305084745762712
P14,13,video-3-segment-3,Random,0.0,0.598639455782313,,73.0,8,"Car,Pillar,Sign,Tree,Barrier Stump,Foldout Sign,Gutter,Retaining Wall",Expert,-0.40625,0.1677966101694915
P14,14,video-4-segment-4,GPT4V,0.5,0.8949771689497716,,92.0,12,"Barrier Post,Person,Person with a disability,Road,Road Shoulder,Tree,Water Pipes,White Cane,Crosswalk,Foldout Sign,Sign,Stop sign",Expert,0.09375,0.5745762711864407
P14,15,video-14-segment-1,BLIP@Shadow,0.4,0.7428571428571428,0.7422680412371134,149.0,9,"Bench,Bicycle,Building,Car,Elevator,Stairs,Bicycle,Roadside Parking,Unpaved Road",Expert,-0.0062499999999999,0.4932203389830508
P14,16,video-1-segment-5,GPV-1@Shadow,0.0,0.7323943661971831,0.731958762886598,147.0,10,"Bench,Bicycle,Car,Curb,Dog,Motorcycle,Road Shoulder,Car,Trash on roads,Uncontrolled Crossing",Expert,-0.40625,0.1677966101694915
P15,1,video-11-segment-1,BLIP@Shadow,0.7,0.6428571428571428,0.6444444444444445,511.0,9,"Car,Crosswalk,Person,Trash on roads,Uncontrolled Crossing,Unpaved Road,Vegetation,Snow,Turnstile",Expert,0.0866666666666665,0.5688135593220338
P15,2,video-13-segment-2,BLIP,0.5,0.4742268041237113,,451.0,9,"Car,Motorcycle,Person with a disability,Road Divider,Slopped Curb,Tactile Paving,Vegetation,Yard Waste,Turnstile",Expert,-0.1133333333333334,0.4061016949152541
P15,3,video-1-segment-4,Ground Truth,1.0,1.0,,311.0,13,"Bicycle,Car,Closed Sidewalk,Gate,Person,Person with a disability,Road,Roadside Parking,Sidewalk,Stairs,White Cane,Counter,Snow",Expert,0.3866666666666666,0.8128813559322033
P15,4,video-4-segment-4,GPV-1,0.4,0.5142857142857142,,273.0,9,"Foldout Sign,Person,Puddle,Sidewalk,Sign,Tree,White Cane,Car,Snow",Expert,-0.2133333333333333,0.3247457627118643
P15,5,video-6-segment-2,Random,0.4,0.4370860927152318,,300.0,11,"Barrier Stump,Curb,Escalator,Person,Retaining Wall,Road,Stairs,White Cane,Car,Snow,Stop sign",Expert,-0.2133333333333333,0.3247457627118643
P15,6,video-4-segment-3,GPT4V,0.9,0.7591240875912408,,326.0,10,"Car,Curb,Gutter,Person,Pole,Road Shoulder,Slopped Curb,White Cane,Snow,Turnstile",Expert,0.2866666666666666,0.7315254237288136
P15,7,video-16-segment-3,GPV-1@Shadow,0.4,0.7563025210084033,0.5319148936170213,281.0,9,"Fire hydrant,Lamp Post,Person,Road Shoulder,Sign Post,Stairs,Trash bins,White Cane,Sidewalk pits",Expert,-0.2133333333333333,0.3247457627118643
P15,8,video-11-segment-1,GPV-1,0.6,0.6547085201793722,,86522.0,11,"Car,Person,Pole,Push button,Trash bins,Uneven Stairs,Wall,Water Pipes,White Cane,Snow,Turnstile",Expert,-0.0133333333333334,0.487457627118644
P15,9,video-2-segment-1,GPT4V,0.9,0.8461538461538463,,264.0,11,"Barrier Post,Car,Curb,Pedestrian Crossing,Person,Sidewalk pits,Trash on roads,Tree,Snow,Turnstile,White Cane",Expert,0.2866666666666666,0.7315254237288136
P15,10,video-4-segment-1,BLIP@Shadow,0.7,0.7539267015706806,0.7543859649122806,229.0,11,"Bench,Curb,Fence,Foldout Sign,Person,Person with a disability,Sloped Driveway,Slopped Curb,Trash on roads,Car,Stop sign",Expert,0.0866666666666665,0.5688135593220338
P15,11,video-3-segment-2,Random,0.4,0.5,,171.0,11,"Car,Curb,Fence,Person,Pole,Retaining Wall,Sloped Driveway,Slopped Curb,White Cane,Counter,Snow",Expert,-0.2133333333333333,0.3247457627118643
P15,12,video-14-segment-4,Ground Truth,0.7,1.0,,233.0,13,"Fence,Lamp Post,Person,Person with a disability,Puddle,Sidewalk,Sign,Slopped Curb,Tactile Paving,Wall,Car,Counter,Snow",Expert,0.0866666666666665,0.5688135593220338
P15,13,video-7-segment-2,GPT4V@Shadow,0.7,0.8173913043478261,0.8152866242038217,186.0,9,"Counter,Person,Road,Tactile Paving,Vegetation,Wall,Water Pipes,White Cane,Turnstile",Expert,0.0866666666666665,0.5688135593220338
P15,14,video-16-segment-3,BLIP,0.6,0.7666666666666666,,152.0,10,"Bench,Closed Sidewalk,Lamp Post,Person,Pole,Traffic Signals,Tree,Turnstile,Snow,Turnstile",Expert,-0.0133333333333334,0.487457627118644
P15,15,video-1-segment-4,GPV-1@Shadow,0.3,0.5389221556886227,0.5388127853881278,136.0,10,"Bicycle,Car,Fence,Person,Person with a disability,Puddle,Retaining Wall,Wall,White Cane,Snow",Expert,-0.3133333333333334,0.2433898305084745
