participant,trial,video,model left,score,F1-Base,F1-Shadow,timing,see_count,see,expertise,normalized_score_mc,normalized_score,frames,normalized_timing,normalized_timing_minmax
P10,22,video-1-segment-4,BLIP,0.5,0.6391752577319588,,140.0,7,"Road,Sign,Roadside Parking,Slopped Curb,Snow,Elevator,White Cane",Non-Expert,0.0625,0.5491525423728814,16,-28.75,0.06781557968497982
P10,23,video-12-segment-4,BLIP,0.6,0.7586206896551725,,309.0,8,"Pole,Crosswalk,Pedestrian Crossing,Wall,Road Divider,Lamp Post,Person with a disability,Car",Non-Expert,0.16249999999999998,0.6305084745762712,16,140.25,0.06977191520230902
P10,24,video-15-segment-3,BLIP@Shadow,0.1,0.5432098765432098,0.5413533834586466,71.0,8,"Sign,Accent Paving,Curb,Fence,Hose,Uneven Stairs,Car,Person with a disability",Non-Expert,-0.3375,0.22372881355932198,15,-97.75,0.06701683914831878
P11,1,video-3-segment-2,BLIP,0.9,0.845360824742268,,412.0,6,"Road,Curb,White Cane,Car,Fence,Motorcycle",Expert,0.5166666666666667,0.9186440677966102,12,257.91666666666663,0.0711340186295619
P11,2,video-7-segment-2,Ground Truth,0.6,1.0,,352.0,8,"Vegetation,Road,Accent Paving,Sidewalk,Car,White Cane,Wall,Pole",Expert,0.21666666666666667,0.6745762711864407,16,197.91666666666666,0.070439461641161
P11,3,video-4-segment-4,GPT4V,0.9,0.8679245283018867,,244.0,6,"Person,Road,Person with a disability,Railing,Road Divider,Curb",Expert,0.5166666666666667,0.9186440677966102,16,89.91666666666666,0.06918925906203938
P11,4,video-4-segment-4,GPV-1,0.2,0.6376811594202899,,68.0,6,"Person,Paratransit vehicle,Lamp Post,White Cane,Yard Waste,Gutter",Expert,-0.1833333333333333,0.3491525423728814,16,-86.08333333333334,0.06715189189606341
P11,5,video-16-segment-3,GPT4V@Shadow,0.1,0.5238095238095238,0.5225225225225225,87.0,7,"Pole,Traffic Signals,Road Shoulder,Gate,Pedestrian Crossing,Railing,Closed Sidewalk",Expert,-0.2833333333333333,0.2677966101694915,12,-67.08333333333334,0.06737183494239037
P11,6,video-1-segment-5,GPV-1,0.1,0.6792452830188678,,128.0,8,"Roadside Parking,Gutter,Sidewalk,Building,Puddle,Pole,Barrier Post,White Cane",Expert,-0.2833333333333333,0.2677966101694915,14,-26.083333333333343,0.06784644888446431
P11,7,video-4-segment-3,Ground Truth,0.9,1.0,,219.0,5,"Slopped Curb,Tactile Paving,Person with a disability,Vegetation,Motorcycle",Expert,0.5166666666666667,0.9186440677966102,16,64.91666666666666,0.06889986031687234
P11,8,video-3-segment-2,GPT4V@Shadow,0.2,0.6451612903225806,0.6476190476190476,171.0,6,"Vegetation,Person with a disability,Person,Table,Puddle,Curb",Expert,-0.1833333333333333,0.3491525423728814,12,16.916666666666657,0.06834421472615161
P11,9,video-6-segment-2,BLIP,0.3,0.6569343065693432,,137.0,8,"Car,Railing,Road,Wall,Barrier Post,Closed Sidewalk,Stairs,Accent Paving",Expert,-0.08333333333333331,0.43050847457627117,16,-17.083333333333343,0.06795063243272444
P11,10,video-11-segment-1,GPT4V,0.6,0.8403361344537815,,184.0,7,"Road,Uncontrolled Crossing,Turnstile,Bridge,Trash bins,Person,Bus",Expert,0.21666666666666667,0.6745762711864407,16,29.916666666666657,0.06849470207363847
P11,11,video-4-segment-1,GPT4V,0.6,0.7272727272727273,,296.0,8,"Bus Stop,Gutter,Mail box,Bus,White Cane,Curb,Fence,Bench",Expert,0.21666666666666667,0.6745762711864407,14,141.91666666666666,0.06979120845198682
P11,12,video-14-segment-1,GPV-1@Shadow,0.2,0.84375,0.8456375838926175,96.0,6,"Tree,Lamp Post,Railing,Stairs,Vegetation,Car",Expert,-0.1833333333333333,0.3491525423728814,15,-58.08333333333334,0.06747601849065049
P11,13,video-1-segment-4,GPV-1@Shadow,0.1,0.7304347826086957,0.7328244274809159,152.0,6,"Person with a disability,Pole,Bicycle,Trash bins,Maintenance Vehicle,Vegetation",Expert,-0.2833333333333333,0.2677966101694915,16,-2.083333333333343,0.06812427167982467
P11,14,video-14-segment-4,BLIP,0.2,0.6464646464646465,,130.0,8,"Slopped Curb,Road,Car,Guide dog,Person with a disability,Fence,Building,Vegetation",Expert,-0.1833333333333333,0.3491525423728814,12,-24.083333333333343,0.06786960078407767
P11,15,video-4-segment-1,Random,0.2,0.4909090909090909,,63.0,8,"Railing,Bench,Person,White Cane,Gate,Closed Sidewalk,Bus,Snow",Expert,-0.1833333333333333,0.3491525423728814,14,-91.08333333333334,0.06709401214703
P11,16,video-3-segment-3,BLIP@Shadow,0.2,0.8947368421052632,0.8976377952755905,110.0,6,"Car,Curb,Road,White Cane,Vegetation,Snow",Expert,-0.1833333333333333,0.3491525423728814,16,-44.08333333333334,0.06763808178794403
P11,17,video-2-segment-1,GPV-1,0.1,0.1538461538461538,,70.0,6,"Barrier Stump,Traffic Signals,Crosswalk,Sign Post,Table,Push button",Expert,-0.2833333333333333,0.2677966101694915,16,-84.08333333333334,0.06717504379567678
P11,18,video-15-segment-3,Random,0.3,0.5858585858585859,,101.0,5,"Curb,Fence,Car,Wall,Trash on roads",Expert,-0.08333333333333331,0.43050847457627117,15,-53.08333333333334,0.0675338982396839
P11,19,video-11-segment-1,GPV-1@Shadow,0.2,0.7480916030534351,0.7462686567164178,74.0,7,"Trash bins,Bus,Accent Paving,Pole,Mail box,Counter,Motorcycle",Expert,-0.1833333333333333,0.3491525423728814,16,-80.08333333333334,0.0672213475949035
P11,20,video-13-segment-2,BLIP@Shadow,0.3,0.7578947368421053,0.7572815533980582,120.0,8,"Building,Pole,Road Divider,Slopped Curb,Hose,Flush Door,Car,Motorcycle",Expert,-0.08333333333333331,0.43050847457627117,16,-34.08333333333334,0.06775384128601085
P11,21,video-7-segment-2,BLIP@Shadow,0.6,0.7862068965517242,0.7837837837837839,148.0,8,"White Cane,Sign,Road,Accent Paving,Closed Sidewalk,Railing,Tactile Paving,Pole",Expert,0.21666666666666667,0.6745762711864407,16,-6.083333333333343,0.06807796788059794
P11,22,video-12-segment-4,Ground Truth,1.0,1.0,,187.0,8,"Pole,Building,Pedestrian Crossing,Maintenance Vehicle,Car,Mail box,Sign Post,Traffic Signals",Expert,0.6166666666666667,1.0,16,32.91666666666666,0.06852942992305852
P11,23,video-14-segment-4,Random,0.1,0.46875,,85.0,6,"Person with a disability,Elevator,Person,Bench,Retaining Wall,Road Divider",Expert,-0.2833333333333333,0.2677966101694915,12,-69.08333333333334,0.067348683042777
P11,24,video-4-segment-3,GPT4V@Shadow,0.3,0.8,0.8,64.0,6,"Tactile Paving,Vegetation,Push button,Person,Water Pipes,Motorcycle",Expert,-0.08333333333333331,0.43050847457627117,16,-90.08333333333334,0.06710558809683669
P12,1,video-2-segment-1,GPV-1@Shadow,0.2,0.6896551724137931,0.6883116883116883,269.0,9,"Pillar,Tactile Paving,Bicycle,Pole,Elevator,Dog,Person,Sidewalk,Tree",Expert,-0.4124999999999999,0.16271186440677968,16,133.79166666666666,0.06969715385980753
P12,2,video-12-segment-4,GPV-1@Shadow,0.8,0.896551724137931,0.896551724137931,209.0,5,"Person,Building,Sidewalk,Person with a disability,Car",Expert,0.1875000000000001,0.6508474576271187,16,73.79166666666666,0.06900259687140664
P12,3,video-11-segment-1,Random,0.0,0.4666666666666667,,99.0,8,"Road,White Cane,Bus Stop,Roadside Parking,Counter,Chair,Person,Bus",Expert,-0.6124999999999999,0.0,16,-36.20833333333334,0.06772924239267165
P12,4,video-3-segment-2,GPV-1@Shadow,0.4,0.6956521739130435,0.6966292134831461,319.0,6,"Vegetation,Puddle,Car,Mail box,Snow,Person with a disability",Expert,-0.2124999999999999,0.32542372881355935,12,183.79166666666666,0.07027595135014161
P12,5,video-6-segment-2,GPT4V@Shadow,0.4,0.6041666666666666,0.6037735849056605,127.0,7,"Raised Entryway,White Cane,Person with a disability,Building,Driveway(flat),Train Platform,Stairs",Expert,-0.2124999999999999,0.32542372881355935,16,-8.208333333333343,0.06805336898725874
P12,6,video-1-segment-5,GPV-1,0.8,0.7387387387387387,,112.0,6,"Curb,Bicycle,Car,Barrier Post,Raised Entryway,Road Divider",Expert,0.1875000000000001,0.6508474576271187,14,-23.208333333333343,0.06787972974015852
P12,7,video-13-segment-2,GPT4V,0.9,0.8910891089108911,,76.0,7,"Slopped Curb,Person,Person with a disability,Traffic Signals,Escalator,Water Pipes,Car",Expert,0.2875000000000001,0.7322033898305086,16,-59.20833333333334,0.06746299554711797
P12,8,video-16-segment-3,GPT4V,1.0,0.6837606837606837,,143.0,9,"Bicycle,Gate,Sign,Roadside Parking,Bus,Wet surface,Person,Closed Sidewalk,Building",Expert,0.38750000000000007,0.8135593220338984,12,7.791666666666657,0.06823858418416565
P12,9,video-3-segment-3,GPT4V@Shadow,0.8,0.7560975609756097,0.7575757575757575,122.0,7,"Stairs,Curb,Trash on roads,Car,Uncontrolled Crossing,Push button,Person with a disability",Expert,0.1875000000000001,0.6508474576271187,16,-13.208333333333343,0.06799548923822533
P12,10,video-4-segment-3,BLIP,0.8,0.900763358778626,,114.0,6,"Fence,Person,Curb,Sidewalk,Turnstile,Maintenance Vehicle",Expert,0.1875000000000001,0.6508474576271187,16,-21.208333333333343,0.06790288163977187
P12,11,video-11-segment-1,BLIP@Shadow,0.4,0.7771428571428571,0.7777777777777778,367.0,8,"Push button,Gutter,Building,Curb,Snow,Road Divider,Person,Trash bins",Expert,-0.2124999999999999,0.32542372881355935,16,231.79166666666666,0.07083159694086233
P12,12,video-14-segment-1,GPV-1,0.7,0.7236842105263157,,187.0,8,"Vegetation,Person with a disability,Building,Stairs,Barrier Stump,Chair,Railing,Car",Expert,0.08750000000000002,0.5694915254237288,15,51.79166666666666,0.06874792597565964
P12,13,video-14-segment-4,BLIP@Shadow,0.6,0.5918367346938775,0.5925925925925926,109.0,8,"Slopped Curb,White Cane,Building,Elevator,Trash bins,Barrier Post,Person,Bridge",Expert,-0.012499999999999956,0.488135593220339,12,-26.208333333333343,0.06784500189073847
P12,14,video-12-segment-4,Random,0.0,0.5217391304347826,,45.0,8,"Sign,Parallel Parking Spot,Car,Mail box,Road Divider,Push button,Person,Road",Expert,-0.6124999999999999,0.0,16,-90.20833333333334,0.06710414110311085
P12,15,video-4-segment-4,BLIP@Shadow,0.5,0.4444444444444445,0.4444444444444445,113.0,8,"Bus Stop,Railing,Sign,Bus,Barrier Post,Accent Paving,Sidewalk,White Cane",Expert,-0.11249999999999993,0.4067796610169492,16,-22.208333333333343,0.0678913056899652
P12,16,video-15-segment-3,Ground Truth,0.9,1.0,,110.0,8,"Car,Person with a disability,Puddle,Accent Paving,Water leakage,Fountain,Person,Building",Expert,0.2875000000000001,0.7322033898305086,15,-25.208333333333343,0.06785657784054515
P12,17,video-4-segment-1,GPT4V@Shadow,0.9,0.8301886792452831,0.8363636363636363,78.0,7,"Railing,Person,Bus Stop,Paratransit vehicle,Barrier Post,Road Shoulder,Bus",Expert,0.2875000000000001,0.7322033898305086,14,-57.20833333333334,0.06748614744673134
P12,18,video-1-segment-4,BLIP,0.6,0.7486033519553073,,124.0,9,"Gate,Lamp Post,Railing,Road Shoulder,Wheelchair,Chair,Person,Building,Road",Expert,-0.012499999999999956,0.488135593220339,16,-11.208333333333343,0.06801864113783869
P12,19,video-15-segment-3,GPV-1,0.6,0.7310344827586206,,105.0,8,"Slopped Curb,Gate,Sloped Driveway,Tree,Train Platform,Wheelchair,Person,Car",Expert,-0.012499999999999956,0.488135593220339,15,-30.208333333333343,0.06779869809151175
P12,20,video-4-segment-4,Ground Truth,0.9,1.0,,71.0,8,"Road,Curb,Lamp Post,Person with a disability,Table,Turnstile,Building,White Cane",Expert,0.2875000000000001,0.7322033898305086,16,-64.20833333333334,0.06740511579808457
P12,21,video-14-segment-1,GPT4V,0.6,0.8311688311688312,,146.0,9,"Bench,Sidewalk,Stairs,Building,Pillar,Pedestrian Crossing,Person,Car,Vegetation",Expert,-0.012499999999999956,0.488135593220339,15,10.791666666666657,0.06827331203358569
P12,22,video-6-segment-2,Ground Truth,0.9,1.0,,85.0,8,"Retaining Wall,Railing,Road,Building,Uneven Stairs,Fire hydrant,Person,White Cane",Expert,0.2875000000000001,0.7322033898305086,16,-50.20833333333334,0.06756717909537811
P12,23,video-4-segment-3,Random,0.1,0.567741935483871,,56.0,8,"Vegetation,Sidewalk,Pole,White Cane,Accent Paving,Escalator,Person,Road",Expert,-0.5125,0.08135593220338982,16,-79.20833333333334,0.06723147655098434
P12,24,video-7-segment-2,BLIP,0.9,0.7166666666666668,,59.0,8,"White Cane,Person with a disability,Parallel Parking Spot,Sign,Street Vendor,Bridge,Building,Person",Expert,0.2875000000000001,0.7322033898305086,16,-76.20833333333334,0.06726620440040439
P13,1,video-4-segment-3,GPV-1@Shadow,0.3,0.7419354838709677,0.7421383647798743,244.0,7,"Person with a disability,Sidewalk,Bicycle,White Cane,Closed Sidewalk,Bus Stop,Pole",Non-Expert,-0.22916666666666669,0.311864406779661,16,78.16666666666666,0.06905324165181087
P13,2,video-13-segment-2,GPV-1,0.4,0.6823529411764706,,184.0,6,"Slopped Curb,Person,Person with a disability,Traffic Signals,Escalator,Water Pipes",Non-Expert,-0.12916666666666665,0.39322033898305087,16,18.166666666666657,0.06835868466340997
P13,3,video-4-segment-4,GPT4V@Shadow,0.4,0.6818181818181819,0.6823529411764707,117.0,6,"Bus,Person,Stairs,Sloped Driveway,Wet surface,Bridge",Non-Expert,-0.12916666666666665,0.39322033898305087,16,-48.83333333333334,0.0675830960263623
P13,4,video-11-segment-1,GPV-1@Shadow,0.6,0.6711409395973154,0.6707317073170732,158.0,8,"Uncontrolled Crossing,Pedestrian Crossing,White Cane,Crosswalk,Sloped Driveway,Road Shoulder,Tree,Trash bins",Non-Expert,0.0708333333333333,0.5559322033898305,16,-7.833333333333343,0.06805770996843624
P13,5,video-14-segment-4,GPT4V@Shadow,0.5,0.5357142857142857,0.5357142857142857,100.0,8,"Bench,White Cane,Pole,Building,Flush Door,Closed Sidewalk,Snow,Bridge",Non-Expert,-0.029166666666666674,0.4745762711864407,12,-65.83333333333334,0.06738630487964871
P13,6,video-16-segment-3,BLIP,0.7,0.7603305785123967,,117.0,8,"Tree,Trash bins,Building,Barrier Post,Push button,Hose,Closed Sidewalk,Person with a disability",Non-Expert,0.17083333333333328,0.6372881355932203,12,-48.83333333333334,0.0675830960263623
P13,7,video-1-segment-5,BLIP@Shadow,0.1,0.8163265306122449,0.8163265306122449,51.0,6,"Bicycle,Curb,Gutter,Barrier Post,Trash bins,Flush Door",Non-Expert,-0.4291666666666667,0.1491525423728813,14,-114.83333333333334,0.06681908333912132
P13,8,video-1-segment-4,Random,0.1,0.5045045045045045,,64.0,7,"Sidewalk,Pole,Car,Person,Uneven Stairs,Sloped Driveway,Gate",Non-Expert,-0.4291666666666667,0.1491525423728813,16,-101.83333333333334,0.06696957068660818
P13,9,video-15-segment-3,BLIP,0.4,0.7804878048780488,,86.0,7,"Sign,Curb,Sign Post,Fire hydrant,Person,Street Vendor,Car",Non-Expert,-0.12916666666666665,0.39322033898305087,15,-79.83333333333334,0.06722424158235517
P13,10,video-4-segment-4,Ground Truth,0.7,1.0,,110.0,7,"Railing,Bus Stop,Bench,Sloped Driveway,Gate,Chair,Person with a disability",Non-Expert,0.17083333333333328,0.6372881355932203,16,-55.83333333333334,0.06750206437771553
P13,11,video-1-segment-4,GPT4V,0.4,0.6868686868686867,,316.0,9,"Pole,Person,Crosswalk,Pedestrian Crossing,Barrier Post,Snow,Person with a disability,Car,Sign",Non-Expert,-0.12916666666666665,0.39322033898305087,16,150.16666666666666,0.06988671003789194
P13,12,video-6-segment-2,BLIP@Shadow,0.1,0.4895104895104895,0.4892703862660944,135.0,11,"White Cane,Sidewalk,Person with a disability,Pillar,Pole,Escalator,Stairs,Uneven Stairs,Tree,Snow,Roadside Parking",Non-Expert,-0.4291666666666667,0.1491525423728813,16,-30.833333333333343,0.06779146312288258
P13,13,video-2-segment-1,GPV-1,0.4,0.6176470588235294,,209.0,12,"Pedestrian Crossing,Building,Motorcycle,Sidewalk,Table,Bus,Person with a disability,Bench,Bridge,Snow,Car,Chair",Non-Expert,-0.12916666666666665,0.39322033898305087,16,43.16666666666666,0.068648083408577
P13,14,video-11-segment-1,GPT4V@Shadow,0.5,0.7058823529411765,0.7044025157232704,292.0,9,"Person with a disability,Trash bins,Person,Tree,Bus,Bridge,Snow,Dog,Bus Stop",Non-Expert,-0.029166666666666674,0.4745762711864407,16,126.16666666666666,0.06960888724253159
P13,15,video-12-segment-4,BLIP,0.6,0.8099173553719009,,204.0,15,"Car,Mail box,Sign Post,Sidewalk,Bicycle,Water leakage,Pedestrian Crossing,Tree,Person with a disability,Bridge,Snow,Train Tracks,Trash bins,Traffic Signals,Building",Non-Expert,0.0708333333333333,0.5559322033898305,16,38.16666666666666,0.0685902036595436
P13,16,video-4-segment-1,BLIP@Shadow,0.7,0.6989247311827956,0.6986899563318777,307.0,16,"Building,Fence,Bench,Car,Stairs,Water Pipes,Person,Person with a disability,Bus,Bus Stop,Bicycle,Tree,Train Platform,Barrier Post,Snow,Pole",Non-Expert,0.17083333333333328,0.6372881355932203,14,141.16666666666666,0.0697825264896318
P13,17,video-15-segment-3,GPV-1,0.6,0.5496183206106869,,279.0,11,"Sign,Tree,Vegetation,Car,Pedestrian Crossing,Road Divider,Wheelchair,Bicycle,Snow,Person with a disability,Trash bins",Non-Expert,0.0708333333333333,0.5559322033898305,15,113.16666666666666,0.06945839989504472
P13,18,video-3-segment-3,Random,0.4,0.5419354838709677,,184.0,10,"Building,Curb,Wall,Parallel Parking Spot,Table,Road Divider,Person with a disability,Car,Crosswalk,Bicycle",Non-Expert,-0.12916666666666665,0.39322033898305087,16,18.166666666666657,0.06835868466340997
P13,19,video-4-segment-1,Random,0.4,0.3505154639175257,,131.0,10,"Paratransit vehicle,Curb,Sidewalk,Bus,Push button,Tactile Paving,Barrier Post,Bridge,Fire hydrant,Table",Non-Expert,-0.12916666666666665,0.39322033898305087,14,-34.83333333333334,0.06774515932365584
P13,20,video-7-segment-2,Ground Truth,0.9,1.0,,134.0,10,"Pole,Sign,Person with a disability,Car,Lamp Post,Stairs,Tree,Snow,Trash bins,Fence",Non-Expert,0.37083333333333335,0.8,16,-31.833333333333343,0.06777988717307588
P13,21,video-2-segment-1,GPT4V,1.0,0.7076923076923076,,185.0,14,"Pillar,Accent Paving,Barrier Post,Slopped Curb,Train Platform,Sloped Driveway,Person with a disability,Person,Car,Tree,Pole,Bridge,Road Shoulder,Bicycle",Non-Expert,0.4708333333333333,0.8813559322033899,16,19.166666666666657,0.06837026061321665
P13,22,video-14-segment-1,Ground Truth,1.0,1.0,,174.0,13,"Bench,White Cane,Car,Railing,Counter,Parallel Parking Spot,Fence,Roadside Parking,Snow,Wet surface,Person with a disability,Stairs,Flush Door",Non-Expert,0.4708333333333333,0.8813559322033899,15,8.166666666666657,0.06824292516534315
P13,23,video-14-segment-4,GPT4V,0.6,0.8108108108108109,,135.0,10,"Building,Gate,Fence,Sidewalk,Motorcycle,Uneven Stairs,Person with a disability,Person,Closed Sidewalk,Tree",Non-Expert,0.0708333333333333,0.5559322033898305,12,-30.833333333333343,0.06779146312288258
P13,24,video-7-segment-2,GPV-1@Shadow,0.9,0.6666666666666666,0.6666666666666666,64.0,8,"Accent Paving,Parallel Parking Spot,Roadside Parking,Pole,Gutter,Pillar,Person with a disability,Tree",Non-Expert,0.37083333333333335,0.8,16,-101.83333333333334,0.06696957068660818
P14,1,video-3-segment-2,GPT4V@Shadow,0.7,0.9172932330827068,0.9171974522292992,169.0,8,"+Barrier Post,+Car,+Person with a disability,+Pillar,-Bench,-Bridge,-Driveway(flat),-Fountain",Expert,0.29374999999999996,0.7372881355932204,12,41.75,0.06863168414635087
P14,2,video-6-segment-2,Ground Truth,0.6,1.0,,109.0,9,"+Building,+Closed Sidewalk,+Motorcycle,+Person with a disability,+Pillar,+Stairs,-Bench,-Gutter,-Sign",Expert,0.19374999999999998,0.6559322033898305,16,-18.25,0.06793712715794997
P14,3,video-15-segment-3,BLIP@Shadow,0.6,0.8279569892473119,0.8262910798122065,148.0,10,"+Building,+Car,+Foldout Sign,+Person with a disability,+Tactile Paving,+Trash bins,-Bicycle,-Driveway(flat),-Water Pipes,-White Cane",Expert,0.19374999999999998,0.6559322033898305,15,20.75,0.06838858920041056
P14,4,video-11-segment-1,BLIP,0.5,0.7706422018348623,,266.0,7,"+Person with a disability,+Roadside Parking,+Trash bins,-Foldout Sign,-Gutter,-Road,-Sidewalk",Expert,0.09375,0.5745762711864407,16,138.75,0.069754551277599
P14,5,video-4-segment-4,Ground Truth,0.5,1.0,,134.0,10,"+Barrier Post,+Barrier Stump,+Person with a disability,+Road,+Road Shoulder,+Water Pipes,-Crosswalk,-Foldout Sign,-Sign,-Stop sign",Expert,0.09375,0.5745762711864407,16,6.75,0.06822652590311702
P14,6,video-1-segment-5,GPT4V@Shadow,0.4,0.7835051546391751,0.7814569536423841,103.0,8,"+Bench,+Bicycle,+Driveway(flat),+Motorcycle,+Person with a disability,-Bridge,-Car,-Wall",Expert,-0.006249999999999978,0.49322033898305084,14,-24.25,0.06786767145910988
P14,7,video-14-segment-1,GPT4V,0.3,0.8354430379746836,,98.0,8,"+Bridge,+Car,+Person with a disability,+Railing,+Stairs,+Vegetation,-Maintenance Vehicle,-Person with a disability",Expert,-0.10625000000000001,0.41186440677966096,15,-29.25,0.06780979171007648
P14,8,video-13-segment-2,GPV-1,0.3,0.6363636363636364,,118.0,9,"+Elevator,+Parallel Parking Spot,+Pedestrian Crossing,+Person with a disability,+Slopped Curb,+Traffic Signals,+White Cane,-Stairs,-Unpaved Sidewalk",Expert,-0.10625000000000001,0.41186440677966096,16,-9.25,0.06804131070621011
P14,9,video-2-segment-1,BLIP,0.5,0.8526315789473684,,109.0,9,"+Car,+Person,+Road,+Roadside Parking,+Stairs,+Vegetation,-Barrier Stump,-Dog,-Escalator",Expert,0.09375,0.5745762711864407,16,-18.25,0.06793712715794997
P14,10,video-4-segment-3,Random,0.4,0.5777777777777777,,108.0,10,"+Bench,+Bridge,+Person with a disability,+Pillar,+Road Shoulder,+White Cane,-Bus Stop,-Pedestrian Crossing,-Road Divider,-Wheelchair",Expert,-0.006249999999999978,0.49322033898305084,16,-19.25,0.0679255512081433
P14,11,video-3-segment-3,GPV-1,0.6,0.5864661654135338,,126.0,9,"+Barrier Post,+Bicycle,+Car,+Road Shoulder,+Trash bins,+Tree,+Unpaved Sidewalk,+Wall,-Motorcycle",Expert,0.19374999999999998,0.6559322033898305,16,-1.25,0.06813391830466356
P14,12,video-13-segment-2,GPV-1@Shadow,0.2,0.6211180124223602,0.6220095693779905,87.0,9,"+Accent Paving,+Car,+Curb,+Lamp Post,+Traffic Signals,+Wet surface,+White Cane,-Curb,-Road Shoulder",Expert,-0.20625,0.3305084745762712,16,-40.25,0.06768245626220298
P14,13,video-3-segment-3,Random,0.0,0.598639455782313,,73.0,8,"+Car,+Pillar,+Sign,+Tree,-Barrier Stump,-Foldout Sign,-Gutter,-Retaining Wall",Expert,-0.40625,0.1677966101694915,16,-54.25,0.06752039296490944
P14,14,video-4-segment-4,GPT4V,0.5,0.8949771689497716,,92.0,12,"+Barrier Post,+Person,+Person with a disability,+Road,+Road Shoulder,+Tree,+Water Pipes,+White Cane,-Crosswalk,-Foldout Sign,-Sign,-Stop sign",Expert,0.09375,0.5745762711864407,16,-35.25,0.06774033601123639
P14,15,video-14-segment-1,BLIP@Shadow,0.4,0.7428571428571428,0.7422680412371134,149.0,9,"+Bench,+Bicycle,+Building,+Car,+Elevator,+Stairs,-Bicycle,-Roadside Parking,-Unpaved Road",Expert,-0.006249999999999978,0.49322033898305084,15,21.75,0.06840016515021724
P14,16,video-1-segment-5,GPV-1@Shadow,0.0,0.7323943661971831,0.731958762886598,147.0,10,"+Bench,+Bicycle,+Car,+Curb,+Dog,+Motorcycle,+Road Shoulder,-Car,-Trash on roads,-Uncontrolled Crossing",Expert,-0.40625,0.1677966101694915,14,19.75,0.06837701325060387
P15,1,video-11-segment-1,BLIP@Shadow,0.7,0.6428571428571428,0.6444444444444445,511.0,9,"Car,Crosswalk,Person,Trash on roads,Uncontrolled Crossing,Unpaved Road,Vegetation,*Snow,*Turnstile",Expert,0.08666666666666656,0.5688135593220338,16,-5512.066666666667,0.004340981177505614
P15,2,video-13-segment-2,BLIP,0.5,0.4742268041237113,,451.0,9,"Car,Motorcycle,Person with a disability,Road Divider,Slopped Curb,Tactile Paving,Vegetation,Yard Waste,*Turnstile",Expert,-0.1133333333333334,0.40610169491525416,16,-5572.066666666667,0.003646424189104716
P15,3,video-1-segment-4,Ground Truth,1.0,1.0,,311.0,13,"Bicycle,Car,Closed Sidewalk,Gate,Person,Person with a disability,Road,Roadside Parking,Sidewalk,Stairs,White Cane,*Counter,*Snow",Expert,0.3866666666666666,0.8128813559322033,16,-5712.066666666667,0.0020257912161692868
P15,4,video-4-segment-4,GPV-1,0.4,0.5142857142857142,,273.0,9,"Foldout Sign,Person,Puddle,Sidewalk,Sign,Tree,White Cane,*Car,*Snow",Expert,-0.21333333333333337,0.32474576271186434,16,-5750.066666666667,0.0015859051235153844
P15,5,video-6-segment-2,Random,0.4,0.4370860927152318,,300.0,11,"Barrier Stump,Curb,Escalator,Person,Retaining Wall,Road,Stairs,White Cane,*Car,*Snow,*Stop sign",Expert,-0.21333333333333337,0.32474576271186434,16,-5723.066666666667,0.0018984557682957886
P15,6,video-4-segment-3,GPT4V,0.9,0.7591240875912408,,326.0,10,"Car,Curb,Gutter,Person,Pole,Road Shoulder,Slopped Curb,White Cane,*Snow,*Turnstile",Expert,0.2866666666666666,0.7315254237288136,16,-5697.066666666667,0.0021994304632695113
P15,7,video-16-segment-3,GPV-1@Shadow,0.4,0.7563025210084033,0.5319148936170213,281.0,9,"Fire hydrant,Lamp Post,Person,Road Shoulder,Sign Post,Stairs,Trash bins,White Cane,*Sidewalk pits",Expert,-0.21333333333333337,0.32474576271186434,12,-5742.066666666667,0.0016785127219688376
P15,8,video-11-segment-1,GPV-1,0.6,0.6547085201793722,,86522.0,11,"Car,Person,Pole,Push button,Trash bins,Uneven Stairs,Wall,Water Pipes,White Cane,*Snow,*Turnstile",Expert,-0.01333333333333342,0.487457627118644,16,80498.93333333333,1.0
P15,9,video-2-segment-1,GPT4V,0.9,0.8461538461538463,,264.0,11,"Barrier Post,Car,Curb,Pedestrian Crossing,Person,Sidewalk pits,Trash on roads,Tree,*Snow,*Turnstile,*White Cane",Expert,0.2866666666666666,0.7315254237288136,16,-5759.066666666667,0.0014817215752552498
P15,10,video-4-segment-1,BLIP@Shadow,0.7,0.7539267015706806,0.7543859649122806,229.0,11,"Bench,Curb,Fence,Foldout Sign,Person,Person with a disability,Sloped Driveway,Slopped Curb,Trash on roads,*Car,*Stop sign",Expert,0.08666666666666656,0.5688135593220338,14,-5794.066666666667,0.0010765633320213924
P15,11,video-3-segment-2,Random,0.4,0.5,,171.0,11,"Car,Curb,Fence,Person,Pole,Retaining Wall,Sloped Driveway,Slopped Curb,White Cane,*Counter,*Snow",Expert,-0.21333333333333337,0.32474576271186434,12,-5852.066666666667,0.00040515824323385734
P15,12,video-14-segment-4,Ground Truth,0.7,1.0,,233.0,13,"Fence,Lamp Post,Person,Person with a disability,Puddle,Sidewalk,Sign,Slopped Curb,Tactile Paving,Wall,*Car,*Counter,*Snow",Expert,0.08666666666666656,0.5688135593220338,12,-5790.066666666667,0.001122867131248119
